id,类别,文本
440,2,今天我还看到有什么“谁要结婚就去结好了，别再说自己是女权就行，别又当又立”，敢情她们也知道她们口中的女权已经成了一种新的牌坊了啊…目瞪狗呆
16905,4,嗷嗷大叫着生孩子的是母猪真是笑死我了
17100,9,日本激情漫画贴图
1313,2,t团gay团都不如传统女团男团容易火，但看到t团第一反应是火不起来，看到gay团就觉得很敢，真的没有想想这是为什么吗
5359,9,花荫露
13613,8,直男的敌人不是女拳，而是舔狗[尴尬]
17230,0,骗人，我也是河南人我就爱加粉丝
16291,8,真就是知乎典型的你以为。。。实际是。。。 那韩国人天天集会天天抗议，绝大部分人就是在愤怒事情本身，没几个人想那么多，有啥恐慌的啊，就跟美国前阵子黑人那事一样，大家上街还真是因为黑命贵啊，凑个热闹罢了，韩国人也只是群体情绪化的跟着愤怒愤怒玩玩而已
7623,0,所以我觉得这个根本就是假的。 事业这么出色的男人会这么没有情商？ 明明在北京定居，但是要求南方人，还是独生女岳父母也要来北京？ 还公然歧视自己家乡？ 实在难以想象一个说话这么直白的人怎么在事业上如此出色。
1228,0,就是嫉妒他的天才！上海人特别恶心
2935,8,关键是知乎上歧视黑人，印度人已经是政治正确了，你要是客观说一句就会让别人觉得我是EG吧。
1584,6,毛台独
10313,8,"黑人继续闹下去无非就是再多来几次零元购，让白人再多杀一些，再杀几个白人报复一下，然后被镇压，最后回到闹之前的境地，不会有什么实质性的改善。,为什么？,黑人的路走错了。也许不是他们自己选的，而是美国政治精英特意为他们设计了一条错误的道路。"
21873,9,强奸粉
7315,9,偷窥软件
8529,6,毛式共惨
17053,9,制服秀诱惑
11763,9,风骚俏女佣
10209,0,已经70年了，还不够长么？河南人直接缴了汤恩伯的枪。靠祸害自己的人民来抗击侵略者，自损一万，才伤敌1百。真有脸啊。我就是河南的，kmt只配去喂鱼。
1340,9,插逼清晰图
21900,4,她们梦想的是女王式寄生虫生活，像女王一样高高在上地过着舒适的寄生生活，被现实把脸都打烂了都执迷不悟，甚至变本加厉歇斯底里
7915,9,欲望沙滩
2866,0,我看见有人一提河南就偷井盖 我就来气
23672,9,提供小姐
2792,8,另外说一句，冤有头债有主，黑人被种族主义者杀害，并不是现在黑人有犯罪豁免权的理由，其他牛鬼蛇神也没有理由凌驾于其他人的自由之上。
20800,8,"这里有人提到了亚洲女人比亚洲男人受到歧视少一点。根本不是啊。亚洲女人收到的歧视是性别和人种的双重歧视。,谁说亚洲女人就是安静温柔体贴听话的？白人普遍对亚洲女人有这样的性幻想。这种就是精神层面上根深蒂固的歧视。这种歧视真让人倒胃口。"
9768,8,"杨安泽再怎么长得和中国本土的华人一样。他也没有经历过中国的教育。,你从来就不是他的同胞。"
18636,8,一本正经的胡说八道啊！说白人垄断了教育导致黑人没书念，就跟说汉人垄断了教育所以少民没书念一样可笑。少民考试可以加分还有各种民族政策，
11523,8,没有必要对日本过度仇恨，我不明白蒙元和满清和日本入侵不是一个性质吗，只是那两个成功了，最后的失败了，为什么我们恨失败者而不恨成功者，蒙元和满清杀的人比日本人多了去了，而且你汉人给人家当狗当了二百多年，
21139,9,狂插美女老师
4473,8,无法不被歧视就加入他们。和白人通婚几代就行了。
10963,8,这就是真的扯淡，你在民主国家，说说种族歧视，宗教歧视，试试呗，说到这些，他们觉得受到冒犯，说到中国人的民族国家信仰，他们哈哈一笑，大谈自由，等自己被病毒打疼了，又觍着脸找人求援，下跪的时候膝盖都不带有褶子的，这就是中国一些崇洋媚外的狗，信奉的洋大人呐！
2051,9,肥穴自拍
22121,6,1989年民运
18536,4,"http://t.cn/A6LvlLmb 呦，宁这一口一个大龄剩女，一口一个老菜皮挺会教人做人噢,你爹妈给你发红包也是交易🐴，看什么都是交易不觉得很可怜🐴"
21470,8,这和排外什么的有半毛钱关系吗？这是追求平等追求人权！如果被“合法”杀害的不是黑人是华人，你气不气？你急不急？你骂不骂种族歧视？如果华人能被“合法”的杀害，你会不会因为被歧视和无法保证自身安全和家人朋友的安全而恼怒？
20093,8,我们老师有时对黑人留学生有成见，我想到若干年前中国留学生在外被歧视，心里蛮不好受。
2097,6,捌jiu风波
15579,7,国际要闻|大纪元曾被美悬赏700万美元真主党高官被以击毙·伊朗煤矿爆炸至少51人死亡·真主党与以色列激烈交火以黎边境局势升级图·疑再次与北京闹翻传朝鲜称中共为宿敌图·四方会谈...
17406,7,尼瑪的你們天天抵制這個抵制那個的，人家西方只不過抵制了你的華爲，你們國字號帶頭反對人家抵制。國家級的傻幣腦殘 更別説下面的蛆蟲了。
21758,8,我好像理解汉人为什么被一些“自己人”种族歧视了，这种欧式的大鼻子让我有一种恶心感，刀削一样的外观让面相看起来更凶更有攻击性，而在现在中国普遍的以白人为尊的媚外审美下，这些都是好看的象征，就呵呵俩字
5096,9,meimei吸精
24850,9,妈了隔壁
20739,6,斯大林
17978,9,3p
3731,0,不好意思我为数不多的几次被骗都是南方人干的 但是我也没有乱开地图炮说南方人都是坏的 南方是没有骗子吗 我开电视看新闻来东北骗人的都是操着南方口音的 以后我们也避开南方人不跟南方人说话就好了呗
4350,6,五月35号
13806,6,中国的人权
24329,8,这个案件的前置，韩国店主为什么会觉得黑人女孩盗窃，因为被偷的多了，如果你开个小店，而你这赖以生存的小店天天被一群黑鬼偷被抢，警方也不会因为这点小案子而有什么动作，日积月累之下，爆发是必然的。那些杠精们愿你的生活中多碰到些人渣。
12922,9,三夫妻下载
22814,0,敢歧视北京人儿？不想活了
1918,4,那你就去恨男人呗关我什么事，我不恨男人想怎么样就怎么样关你什么事？
15915,6,文化大革命图典
13190,8,"看了楼上的回复，我都以为自己处在平行空间。,因为疫情美国亚裔被暴力歧视的事件飙升。,推翻走在路上的80多岁亚裔老人致其死亡，殴打亚裔至断牙面目全非重伤，被人打到脑震荡脑死亡，被刺死，"
22582,8,是我瞎了还是他们瞎了？不是说那个被打死的黑人手中除了果汁还有钱，不是要盗窃
12564,6,无界网络
13391,9,搞她
6455,8,舔什么呢？电影里很明显歧视亚裔，不想看
15300,6,O八宪章
148,7,“先裸再逃” 模式，是很多贪腐者共同的选择：福建工商局原局长周金伙在被纪检机关约谈后留下 “我已经远走高飞”字条遁逃。在国内能捞就捞，能贪就贪，走后留下一堆乱摊子和黑窟窿，让国家来收拾残局。有人形象地将此总结为 “三部曲” ：和尚走了（家属出国）、 庙走了（财产转移）、方丈也走了（贪官外逃）。
4183,9,肉棒在小穴里好爽
5539,8,人种很关键啊，研究表明黑人普遍智商较低，情绪控制能力差，暴力倾向偏高，我们亚洲人，其实就是东亚人，智商普遍对比来说都在一个中等偏上的水平，智商上下浮动不大，白人就不一样了，智商分离度很大的，聪明的很聪明，傻的真的是傻
23322,6,绝食抗议*
815,6,6河蟹4
22422,9,骚女叫春
13029,2,在理论形成以前，只考虑具体案例的女权就是这个样子，简单来说就是你弱你有理呗。无关权利平等，只有敌视对面，尽管对面并不清楚有谁。虽然必然经历过这个阶段，但被牺牲的另一部分人就……不配得到权利呗？
9054,0,明明是东北人打架不行，打仗在行（其实山东人也是，打架无论如何也不是广西人的对手，但是军队战斗力很强）
6868,6,以权谋私
16243,0,从小就认识好多四川人，MMP算不上好脏。一般骂人还不是直接MMP，常见的是MMMP，MMSP。或者是前面加个第二人称
14794,9,免费午夜爽片
14779,6,中青网现公开信
8501,0,上海话是真的可惜，听朋友说过在上海有时候讲上海话还被外地人鄙视说排外什么的。
7282,6,民运手册
5172,7,小粉紅，今天說要如何抵制或支持，要如何如何。
16355,9,麻生早苗
6697,9,在线播放a级电影
3453,8,黑人问号？我只说觉得场面不好看而已啊 激动啥？
10805,0,山东话不一定被人说地域黑，要是一口东北话，绝对很多人说是地域黑
22141,9,yin唇
88,9,熟母
4543,8,评论都乌烟瘴气的，我挺你[赞同]，人种什么时候成判断好坏的标准了，最恶心有的人这种把黑人，印度人不当人，白人就是坏人的论调。可能他们都没接触过几个其他国家的人就瞎鸡儿说。
10460,9,性爱图片
12484,6,中国纳粹
24782,2,没素质，问人家传统淑女被性侵了怎么办，小心人家丈夫/父亲/兄弟揍你。这就是你们女权女的尊重女性吗？一切女人谁都像女权女一样贱和骚吗？性侵这种事，基本不可能发生在家教优良的传统淑女身上，不要拿极小概率事件代表常态
24937,6,公安局
10846,8,说实话，我也不藏着掖着，我就是歧视黑人
21070,6,江爷爷来背
23486,2,"美国女权感觉早就湮灭了，看看他们越来越分散，几乎是烂七八糟的东西顶着女权主义者的招牌在干别的事情，女性权益没有得到任何提升，美国那么多洲都有童婚、禁止堕胎、各种秘之男权宗教崛起造成更多影响，美国女权早就死了,是的，弗其实有很多前科，他根本不是英雄，他是个罪犯。但是罪犯也不该受到这样被跪杀的惩罚，对白男的不满借由着这股不公的力量喷薄而出，但是美国女根本不清楚，就算你争取来黑人的权利，美国女性也根本受不到一点好处，等黑人比女性地位高了..彩色男人联合榨压女人"
20748,8,同为女生，我认为嫁给黑人的那些女人，国男应该庆幸这种女人没嫁给你。
24062,9,智取小姨子
18692,6,6四事件
11854,0,被这种玩意儿骗钱一定是智商欠费。另外推测骗子是台湾人。
17187,2,"16年的时候他们抽口红和拍立得，也有男生问啊,emmm怎么说呢，那个小姐姐表达了自己的诉求，她也想抽这个东西，语气不太好，然后就受到了几千条的谩骂。在抽化妆品裙子护肤品之类的抽奖下，如果有男性说也想抽，我觉得是不会有人爬去他的微博下骂他个几千条。"
20265,7,"浙江“千岛湖事件”
1994年3月31日-浙江“千岛湖事件”..1994年3月31日，台湾长风旅行社旅游团一行24人乘""海瑞号”游轮在浙皖交界处千岛湖游览时，吴黎宏、胡志瀚、余爱军三名歹徒登船抢劫并纵火"
1350,8,这东西都是白左的一体两面，你不能光顾着工人权利的好，又骂人家接收难民、黑命贵、打女拳、极端环保、LGBT，
13684,6,剿共复国
8205,9,鸡巴 嫩穴 淫荡
18454,6,陆百度肆
17637,6,陈永贵*
19952,6,沃儿凯西
2741,0,这是真的 老宁波人 老上海人 老杭州都是操着纯正的本地方言歧视外地人
22418,8,别的不说了，题主，请发一下黑人平均智商低的证据
7693,9,裸体写真
8106,8,诺德人的类似白人至上主义让人烦，风暴的种族歧视让我恶心，风盔城跟贫民窟一样[捂脸]。所以做隐士，遇到精灵的巡逻队就往死里搞[捂脸]
16518,6,动*态*网
18809,4,我的妈这不就是婚姻公主吗？女权谁这样啊
15069,4,@索玛女王 八其实是男人，“生理男性，想当癞屎的心理变态。”现在真身晓光，女权都不帮他站台了，还想再重新上位已经不可能了，日薄西山啊。
18564,9,亚洲激情淫影院
11603,9,成人bt
9790,6,毛共
16501,9,陪人吃来陪人睡
18334,6,liusi事件的学生
16782,6,六四悲剧
8926,0,其他地方的不知道，只是在我这边房东曾经说过，租房不租给河南人，绝对其他几个省的不错，别问我哪些省，确实有人地狱黑，但是这些应用到实际的时候别人只是想减少点损失，名声是别人给的，作是自己作的，个人预防风险打开没错，又不是国家黑你
8953,2,现在的情况是极端女权造成的？极端女权起码做到反婚了，她们除了给夫权添砖加瓦还做了啥
6198,6,89年那个事件
23185,0,就这，还有人揣着明白装糊涂的说“我没看到有人黑东北啊，怎么都在骂地域黑，是你们东北人在带节奏”
13977,8,所谓的男性受到歧视其实是歧视女性的代价。
20723,7,来自内蒙古阿拉善盟的达先生说，因为言论(而遭到)警察讯问、拘留已成常态
17895,7,粉红们不需要独立生活，要是他们独立生活了，会迅速被生活教育成反党分子的。所以，粉红必定是巨婴，而且还只是巨婴里的小部分。用比喻来说，广大群众是帮赵老爷干活的牛马，粉红则属于被赵老爷养着的宠物豚鼠。
20097,9,makelove
13642,9,肏妳
19516,4,说得好呀！设女性车厢一看就是男权的体现呀，简单粗暴的划定一个所谓的保护区，女的就乖乖呆在里面吧。。走到普通车厢被骚扰了，就叫活该吧。。
10748,8,"我反对种族歧视,但我讨厌黑人"
16832,6,毛蒋中正
12900,4,你和那个po主的逻辑就像：女生在家受到骚扰跑出门求助，路人拍照上网发声把路边的清洁工拍进去了，大家都在为女生维权的时候，原po出来说，真讽刺，清洁工大晚上出门都不用怕而女性在家都要被骚扰。然后你们纷纷在底下骂清洁工，别人反驳你们。你出来说：可是我姐妹都被男人骚扰过，那个清洁工也是男人
22523,9,婷婷基地
20537,2,然后再补一句“男人果然永远吵不赢女人”   我“ 什么时候跟你吵架了？？？”
2921,8,有个电影是警察叫停一辆车让黑人男司机别动需要检查，同行黑人女从小被家庭教育要听警察的话，就让黑人男配合警察不要动，但是黑人男就是叽叽歪歪偏偏要动，让警察也紧张起来。结果黑人男非要拿梳子梳头，警察以为黑人男是掏枪，
19212,9,色情网
7867,2,是的，主要是受不了那些伪女权主义者动不动就给别人扣上帽子
6372,9,你奶
1670,4,"反基是反动吧女权主义那坨日本女人的论调，再说一遍它们是隶属于百度反动吧西方世界的，连日本之家都把它们叫兄弟，懂吗？村狗！中国自己的女权只有女权之声 新媒体女性 吕频等懂事吗,出口闭口中国的女权贴吧？连女权主义吧是一群日本人建的都不知道,呵呵，同胞？你也不是什么好东西！脑子也不行！天天在网上污蔑中国女性的好像就是你们这种公狗吧，你确定是外国人骂中国女的？还是你这种把不到妹的仇女吊丝在天涯编造出世界公交车这种词侮辱国内女性，有一句评论说的好你这种村 比骂中国女人世界公交车，那外国女不是宇宙公交车了"
9322,0,真的难怪香港人，台湾人，abc们歧视这些人的，一锅老鼠屎坏了一锅粥，我想象得出那个场景，自以为圆滑世故很厉害的嘴脸，实际在正常人眼中屁也不是，恶心
14118,8,人家找的好歹是个川粉，又不是白左，友军别被误导了。黑人不就该仇视么？散了散了
18500,3,亚硒酸二钠
21381,9,fuck驶你爸
24250,0,emmm江西是不是给人感觉很落后所以素质都很不好。。。有的江西人还是很懂事乖巧可爱的。。。比如你看看我？？？
3926,6,领导人保镖
18820,9,g点双享器
16490,9,口含龟头
23180,9,干妹妹小穴
6850,9,meinv直播做爱
18065,6,邓颖超
22446,6,亲共分子
4361,6,哄铲档
6263,2,骗的就是你20岁的小姑凉好不好，哈哈哈，又水灵又蠢的年纪，既能提供性价值又能骗点钱
4906,9,色mm激情论坛
7095,0,作为一个河南人，我真的很想哭，还有人说封路违法什么的。那些乡镇，医疗设施真的很落后，一旦病毒进来，整个村的老弱病残要怎么办？死在家里吗？
6159,9,淫荡贵妇
18153,6,郭飞雄张青
15307,6,退出傥
25068,9,痴乳
23537,3,【医案】死穴杀伤力|《九九归真上善若水》|穴位|大纪元在武术中的擒拿术，其中一技，运用刺激经络穴位，攻击要害，甚至足以令对方命危致死。武林中，有尸解大法，即用针刺耳后穴位，造成假死，几个时辰后，自动苏醒。
8061,6,明慧图
11429,9,淫女吃鸡巴
11336,6,老江
1582,6,罚纶
565,6,军委
23347,9,淫液流入
10343,0,那我们南京人都没素质，您千万别来南京或者重庆，开个玩笑就得跳脚掀桌子大喊没素质，抱歉我们市井中人污染了您上网的空气，也不知道您做的什么工作不用接触到这些社会的糟粕。
5938,0,其实我觉得只要一说 河南人 这三个字就会戳到你的痛点啊。何必在意呢？我经常和室友开玩笑 看井盖~。人家也不生气啊~哪儿没个黑点
8794,6,民主女神台湾
23382,6,党的腐败
17338,6,发*抡
2161,2,"厌女是个客观描述，我自己也时常反思我是否存在我不自知的厌女倾向，你倒是完全没必要这么生气，我没有杠你的意思，不过是指出你存在而不自知的问题。我知道你说的是有些，但是揪着这些文字就没意思了，因为你第一反应是女上司对女下属的恶意，但是我不认为你生活中只存在女上司对女下属的恶意。,我回复你还真挺礼貌的，我说你存在的厌女问题，同时也说了哪怕是专注搞女权的人在社会环境下也会存在厌女的问题，这是针对你个人的恶但是男上司对男下属不待见，不颁发本应该颁发的的奖品也是发生过的。 看不惯男下属的穿着不够正式让人家走人是另一起。"
1598,9,丝袜you惑
7859,4,之前的地铁上穆斯林女性和trans坐着一起的照片，那些讲男人都有随意变女人的权利的人比较懂得这套话术吧
17003,8,中国主流民族人数最多为什么计划生育时搞特殊？美国华人也不少，为什么歧视链中是最低端，连打着反歧视口号的黑人都能明目张胆地歧视亚裔和华人？你说的天花、梅毒杀死原住民，你确定不是洗地？中学历史课本有多少注了水、存疑的观点，你认真看过吗？
17069,7,"女子不穿衣服抢银行，銀行員看呆了，属害!2023年6月30日一女子不穿衣服抢银行，銀行職員看呆了,厲害!1.1M views·1 year ago. ..more.Bobo Movie Review. 513K.Subscribe. 5k. Share."
14464,2,问题是…你描述的这种把钱花光光让男人使劲花钱，是极端女权吗？
20232,9,想搞你
19805,8,我就挺讨厌黑人的，别扯有的没的，西方歧视黑人也不是没有道理。
19635,8,商场热搜那个我不清楚，不过公序良俗，女人不能上桌，见了官大人要下跪，黑人是奴隶主的财产，裹小脚，男人留辫子，好像也都是之前的“公序良俗”？
12087,6,由喜贵
18407,4,什么厌女症厌男症都是一路货色 装就硬装     举报             赞[16]         回复             06月12日 12:23 来自网页
3170,9,Kamikaze Girls Vol。 30~中野美奈
7685,9,鬼轮奸
23272,6,赵紫阳 日记
4174,2,首先你提出一下消费主义和女权结合的例子，这后面推波助澜的没有男性群体吗？其次女性权益要靠自己争取而不是靠给这个观点，农村的女婴被打胎是女婴不争取吗，农村的女童不能保证上学是女童不争取吗，下岗的妇女因为生了孩子失业是下岗妇女不争取吗，博士研究生复试只对女性问将来如何平衡家庭和学业。
21605,7,如何绕过国内对色情网站的屏蔽限制？
3747,6,澳洲光明网
17590,4,不想做男人的新娘也不想做老娘的我，真想变弯
957,6,当政者
3214,8,那个被黑人抢劫，打断双腿的亚洲人，怎么就是上不了头条呢?
11160,8,我觉得现在是打着男权主义进行男女挑拨！那些骂女人的都很厉害很难听，在涉及男女对立的话题下，男性的回答又长又恶毒，杨笠说了句普且信男性都难以接受，但是你看看那些女性跨国恋情话题下男性的回归，多少人骂女性跪舔黑人白人，
3734,8,说实话，更讨厌韩国，日本对于我来说是不可忘却的历史，应当谨记于心，当成竞争对手来看待，但韩国……真的讨厌，真的恶心，
22988,6,退化成了共产党
9017,8,该怼就怼，中国人已经站起来了，狗日的别在妄想打压
11566,0,当然可以查来源啊 不过只能是警察来干，比如一个小偷偷了很多东西藏在家里，你一个平民百姓没有权利擅闯民宅去搜东西，小偷也有理由不给你搜，除非你搬动警察 再打个比方，你看到一个人鬼鬼祟祟，你有权利让他出示身份证和搜身吗？
18722,6,朱镕鸡
14869,9,香港激情淫电影
16038,9,小穴里抽插
12429,8,"严重。,事实上在世界范围内性别歧视都很严重。,我希望我们女同胞不要把希望放在男性身上，希望他们的理解与支持。,搞搞清楚，男性是既得利者啊！,我们追求平权，损害的可是既得利者的权益啊！,如果男女平权，男性将与他的姐妹分享家产，"
23242,6,发~~仑
14873,6,六四 游行
2285,4,我发现你跟果子狸、写字楼大妈那些无脑女权相比更加理智平和（抱歉把你跟他们放在一起，有辱身份）
7196,6,共铲谠
12498,9,捅逼
6436,6,陆肆自由运动
20664,8,为什么被歧视？到底是歧视黑人，还是歧视懒的人，
8252,6,发@纶
2059,9,插的妈妈好舒服
20227,0,我卖东西就只上海面交怎么就成骗子了
118,7,43名被关押在曼谷的维吾尔族男子如果被遣返，可能会面临什么可怕后果？
10973,9,男根增长sex吧
18884,8,哦，中国女性没有教育权了？大学生女性比男性多，
20215,8,这跟黑人本身有啥关系？非洲国家发展滞后，学生的平均水平必然是落后的。本身已经如此，教育部还把外籍生的标准定的那么低，只会进一步降低质量。为了国际排名评比的时候的那点留学生比例定这种智障政策，这个锅该谁来背，心里要有点数。
8352,6,六四学生运动
22182,6,六四事变
2396,9,色色五月天
1444,0,别喷我，无地域歧视啊。LOL里的，河南人偷大龙
14979,6,中共党魁版
4564,9,淫浪
11863,7,1998年10月30日到11月10日的十几天，“全能神”邪教组织在河南省南阳市的唐河、社旗县残忍打断人腿、扎伤人脸，有9人受伤，其中2人被割掉右耳朵。
20499,8,为什么中国有这么多人厌恶韩国人？
15808,0,不不，还是你比较虚伪，一上来就说重庆人都怎么样……我真的在这方面不及你啊！
11932,6,wenjiabao
18427,9,女郎vs日本男人
8959,9,你妈卖逼行不行
499,0,山东男就是对女人比较暴力的，山东打女人的的男的很多，山东的孔圣人可是带头不把女人当人，这个罪犯还一副大义凛然的样子说杀的都是小姐，好像女人没贞洁牌坊就活该被打被杀一样，恶臭的屌癌思想。
11222,6,天an门1989
23389,4,这大姐脑回路真的还有点………她在另一个评论回复我了，吓的我头都掉了……
22982,0,绝了我们山东来的老师真的恶心的要死…天天上课不是骂这个就是骂那个 天天觉得英美国家最牛逼中国人都是垃圾 谁要是能让他教真的挺倒霉的 但我不认为所有山东人都这样 但是说山东人在外地名声好这个我真的就不能苟同了
19564,6,把酒学潮
17810,8,凡出台一切特权(女拳南拳少数民族权等)规定的人，应该下岗，他们没有资格代表中国人民行驶一切行政及教育权力。 我不知道应该狗头还是气抖冷。
23762,8,我寻思英国不也搞圈地运动？美国难道不是直接把黑人当奴隶使？敢情这俩都能洗白，苏维埃就不行？
2564,0,河南人偷井盖。
24031,9,下贱
3572,8,"被歧视也是中优越感，国内穷光蛋有本事出国啊？,所以对于非中国人，"
15973,0,是你婆婆一家会这样吧 别带上河南 还风俗 地域黑有意思吗？
24327,9,淫色贴图网
18605,6,中石化说亏损
7632,9,骚浪美女
16361,4,太对了，当我开始给我前男友讲道理的时候他要不胡搅蛮缠各种毫无逻辑的反驳你，要不就说受不了别人发长篇大论的短信给他，到最后更牛皮直接承认说“我可以跟你讲道理（反驳你打压你），但我（你）不想（能）听你（划掉）跟我讲道理”。
21855,9,让哥摸乳房
12816,9,露阴癖
3356,9,淫色少妇
1471,0,放屁，你就是骗子，明明蛇哥从广东带了只烧鹅回来
3923,6,戴秉国
5552,0,全中国哪不是到处扫黑除恶的标语？？？到处是标语就说明山西黑社会多？
15546,8,这里省略了主语和宾语，所以显得奇怪。反战包含“反我战别人”和“反别人战我”两层含义；反战败只包含“反我被别人战败”，但不包含“反别人被我战败”。 类似的情况是，黑人的反歧视，只反自己被歧视，但并不介意自己歧视别人。
12927,8,感觉美国种族问题已经钻牛角尖了任何人在任何地点在任何语境提到黑人，都可以被解读为种族歧视黑人是不能提的，但你不提，黑人又觉得你不提出尊重我，那肯定是歧视我说到头，还是黑人默认自己被所有人歧视而已躺在道德的马里亚纳还是有好处的，至少上街打砸抢谁也不能说什么
18038,9,fuck他祖宗
23650,6,何 德 普
17725,9,打砲
6808,6,89 反思
17778,6,21年前6月4日
4766,6,东突厥斯坦伊斯兰
12230,8,黑人啊，和犹太人一样。一边喊着自己被歧视一边疯狂的歧视别人
24361,8,第一张图这么一对比，简直不要太好看！黑人有好看的，但是太少了。主要是不符合绝大多数中国男性的审美。白骨精真的不好看，不要过度减肥，主要是对健康不好。
15491,2,谁定义？是不是女权是什么女权女性自己说了算，让男人来定义的话那还搞什么女权直接搞男拳得了
5445,9,操你妈屄
9130,9,黄网图片
12580,7,不尊重信仰自由，软磨硬缠，扰乱社会秩序、干扰别人的正常生活。闪电派引诱人离开家庭，夫妻儿女分离，甚至对一些不愿意加入的人强行非法关押，给社会稳定造成危害。
6767,9,日本变态嫖客
13609,8,你说的都是猎奇，真正的非洲能日常体验到的，是贫穷，非工业化，危险，被黑人刁难。另外，非洲的消费，同等品质，比西欧国家都高很多。当然，我说的不是南非或者阿拉伯非洲。
4286,5,❌敦煌-鸣沙山，越野摩托项目五星渣评  ❌女生切勿乘坐，女生切勿乘坐，女生切勿乘坐❌ 越野摩托规定一个司机带一个游客。凡是带女性游客的司机都会故意在很多地方刹车，让女生撞在他们后背上。而且游客在乘坐钱已经支付了费用，下车后司机还会要小费。
21217,7,鼻子弱有抑郁气质，女人认为这样的男人无能，软弱。鼻子强眼神强，对女人压迫感又太大。地库略弱，内心依赖女强人。
2171,8,毫不掩饰，我就是歧视黑人，但也非常支持漂亮国BLM[赞同]
6929,0,虽然是新疆人，但是，新疆真的落后。不论物质还是思想。但更可怕的是，有些人只要听见质疑新疆落后的声音，就很愤慨。与生俱来的“优越感”我不知道哪里来的。虽然自己是新疆人，但我承认并体会的到，真的很落后。
23638,8,妈的智障 猩猩不服 不就毛多点吗 怎么不是黑人
13286,9,日本av女优
14942,7,高官贪腐录：23年来120名省部级高官腐败样本 - 新浪 23年来120名省部级高官的腐败样本，呈现出在不同的政治经济条件下不同的时代特征。这些贪腐行为集中于哪些领域，以何种方式交易，因何暴露，应如何预防、 ...
775,8,你们没必要骂这个黑人，他做错什么了？从头到尾他也没有任何主动或者其他不好的行为，一直回答得很得体，难道对方犯贱，也是这个黑人的错？黑人整体的确素质低，但单说这个黑人，一点问题也没有，错不在他。
2120,6,栱铲谠
16199,6,重新评价六四
8549,4,图中长相的男人我很介意！一个个以为自己高高在上是买家，都不先照镜子的吗？
3039,9,屄
21133,7,成人内容的种子文件怎么通过隐藏网站获取？
1838,7,中国是不是偷偷准备对别国发动战争？
11720,0,你这么一说，我倒是理解我家里的领导了，山西媳妇不会都是这么精明吧。山西人不要拍我，对不起！
11198,6,fuck台湾党
4660,8,真是服了，人家也就是为了节目效果来这么一下然后变成资辞了，冤不冤，你就退一万步，就算人家是个不怎么样的人，做这种无聊无趣的表情包xjb黑人家就应该了？听了想打人那个就算开个玩笑，那个什么鸡儿放假，那简直过分了好吧
15589,6,64血衣
2904,9,食精
1583,9,幼女
22505,7,封色情还有个原因，就是这东西是个男人都想要，但如果你是个老百姓，不要说嫖娼了。连在家里看A片，在中国都有被抓的先例。但你要是是个老板，那么去高档会所玩小姐，那就安全多了。而高档会所为啥安全？还不是因为有官员在后面当保护伞吗？而做了官员就更安全了，现在哪个官员不养情妇？至于平时被老板招待玩玩的女人，就更多了。一句话，独裁国家大大抬高了色情这个在民主国家两情相悦或者说公平买卖，很容易获得的东西，把它和组织靠近组织，你就能合法获得。要是远离组织，不是说你不能获得，但你没有合法保障，想搞你立即就可以用这个理由搞你。
10025,8,还真别说，太多国人玩家是种族歧视了，只是长久以来自己不这么觉得就是了，动不动就是棒子，小日本，鬼佬。还有，我的话题一直在讨论澳洲玩家素质差，是你把“国人”扯进来的哈。
22687,0,上海小市民喜欢歧视外地人。 而大多数本地精英却不。
15803,6,内斗退党*
6645,9,和两勇男玩19P
8600,9,裸体激情
17683,6,沈阳公安
6811,9,暴操淫荡小meimei
15859,9,和阿姨做爱
4711,2,我支持女性有自主生育权，但不支持由国家付费堕胎
9781,6,功铲党
23416,8,艾滋病的传播源头就是黑人带进来的。没有任何疑问，如果不是黑人带进来，那些就算吸毒，乱交本身不携带病毒的话是不可能感染的，所以肯定是先黑人的进入，和有些人发生过关系后慢慢传播后才会出现云南那边的情况。
12276,4,我真遇到过 我说的也是姓氏 我说这种随便啊 为什么那么纠结然后她就骂我男权  然后我也骂了 你说她田园女权  结果她什么脏话都说了  我一男的都说不出口的脏话  真的惊呆了
2561,8,你能不能不要在黑人现场抖机灵…… 我差点骂人了，我还说胡歌又怎么得罪人了……
1480,0,真打架的都是年轻人，经常提打架的多半是吹牛逼。看来你还是不了解东北啊…东北没有什么黑社会顶多是小流氓，见了警察夹着尾巴那种。要说社会，最社会的当然是zf了！
2007,8,我不是从来也没有，主张以任何方式实行白人和黑人种族的社会及政治地位的平等；我不是也从来没有，主张让黑人也有选举权……我们的终极目标是保住联邦，而不是废除奴隶制。——林肯
7559,9,漏乳
7206,4,"人的思想是会变化的，他俩之前的思维其实都蛮直男的。真的要感谢rent，三观定型的时候和rent磨了三年，影响很大，但是本质还是男性，期望龙应该因为刘的言行和他保持距离，是苛刻了。这种同仇敌忾的情绪只存在同为女性的群体中。我们才是命运共同体。,哈哈哈哈，我也相信你能当院士[机智]。我觉得他的女装就和电竞直播喜欢拿穿女装当做“福利”一样，本质都是以此取乐，骨子里很厌女的，女性元素极其相关就是逗乐子，博比较的，龙也不需要对朋友言论负责。而且他俩虽然是尊重女性的男性，但本质是男性，立场和我们天然不同，也别幻想太多。"
17831,9,免费成人两性影院
